iter	Logloss
722	0.3242219229
723	0.3241832162
724	0.3241361277
725	0.3240788295
726	0.3240592672
727	0.324011111
728	0.3239121313
729	0.3238799156
730	0.3238743908
731	0.3238621346
732	0.3238291138
733	0.3237886562
734	0.3237294199
735	0.3237271487
736	0.3236931997
737	0.3236496705
738	0.323596071
739	0.3235685433
740	0.323508249
741	0.3234833603
742	0.3234596799
743	0.3233569361
744	0.3233335334
745	0.3233213387
746	0.3232932629
747	0.3232588001
748	0.3232167648
749	0.3232018284
750	0.3231935698
751	0.3231766757
752	0.3231547428
753	0.3231173792
754	0.323116231
755	0.3230273917
756	0.3229179196
757	0.3229006396
758	0.3228987694
759	0.322850493
760	0.3228455983
761	0.3227636768
762	0.3227401938
763	0.3227019239
764	0.3226432588
765	0.322623844
766	0.3226037874
767	0.3225709347
768	0.322502084
769	0.3224794755
770	0.3224484067
771	0.3224232251
772	0.3223841783
773	0.3223533103
774	0.3223263249
775	0.3222904238
776	0.3222670426
777	0.3222302925
778	0.3222065878
779	0.3220855415
780	0.322012479
781	0.3219979707
782	0.3219449244
783	0.3219004632
784	0.3218951298
785	0.3218114547
786	0.3217888053
787	0.3217228072
788	0.3216896935
789	0.3216771357
790	0.3215630579
791	0.3215489658
792	0.3215210348
793	0.3215032981
794	0.3214558898
795	0.3214296711
796	0.3214024711
797	0.32139055
798	0.321365955
799	0.3213471687
800	0.3213129504
801	0.3212667375
802	0.3212627842
803	0.3211707147
804	0.3211490726
805	0.3211317529
806	0.3211008346
807	0.3209766628
808	0.3209424336
809	0.3208319413
810	0.3208087462
811	0.3207398278
812	0.3207162047
813	0.3206861271
814	0.3206464817
815	0.3205839139
816	0.3205145036
817	0.3204875294
818	0.3204498079
819	0.3203483603
820	0.3203406467
821	0.3203330673
822	0.3202697252
823	0.320215681
824	0.3201465457
825	0.3201222286
826	0.3200794096
827	0.3199696719
828	0.3199458833
829	0.3199424742
830	0.3198425443
831	0.3197647411
832	0.31966458
833	0.319610396
834	0.3195720072
835	0.3195414882
836	0.3195007532
837	0.3194845951
838	0.319460142
839	0.3194248773
840	0.3193907582
841	0.3193838476
842	0.3193556802
843	0.3193364055
844	0.3192267416
845	0.3191565461
846	0.3191267618
847	0.3190992938
848	0.3190182122
849	0.3190097911
850	0.3189851751
851	0.3189582702
852	0.3189174727
853	0.318818433
854	0.3188174394
855	0.3187757582
856	0.3187747227
857	0.3187048242
858	0.31869302
859	0.3186452654
860	0.318595124
861	0.3185671549
862	0.3185313417
863	0.3184876294
864	0.3184512752
865	0.3184034493
866	0.3183794226
867	0.3183630437
868	0.3183340497
869	0.3183206623
870	0.3182449759
871	0.318232601
872	0.318183688
873	0.3181378518
874	0.3180919161
875	0.3180265786
876	0.3180231123
877	0.3179598816
878	0.3178694249
879	0.3178424209
880	0.3177751335
881	0.3177227159
882	0.3176105413
883	0.3175944101
884	0.3175321756
885	0.3175314466
886	0.3175249622
887	0.3174811638
888	0.3174582514
889	0.3174002831
890	0.3173740423
891	0.3172700164
892	0.317243111
893	0.3172236221
894	0.317173752
895	0.3171199099
896	0.3170973444
897	0.3170648094
898	0.3170273754
899	0.3170142059
900	0.3169772051
901	0.3169376485
902	0.316899904
903	0.3168719694
904	0.3168616593
905	0.316829467
906	0.3167415773
907	0.3166636044
908	0.3166175259
909	0.3165786633
910	0.316571976
911	0.316561053
912	0.3165304416
913	0.3164921729
914	0.3164122578
915	0.3163524312
916	0.3163178439
917	0.3163011942
918	0.3162317294
919	0.3161851376
920	0.3161740031
921	0.3161719999
922	0.3161577924
923	0.3161369126
924	0.3161321305
925	0.3161302224
926	0.3160796609
927	0.316059704
928	0.3160080283
929	0.3159830796
930	0.3159620625
931	0.3159357565
932	0.3158771851
933	0.3158575407
934	0.3158568211
935	0.3158318225
936	0.3157743066
937	0.3156788792
938	0.3156565793
939	0.3156361912
940	0.3155979916
941	0.3155619156
942	0.3155487119
943	0.3154865158
944	0.3154215538
945	0.3153919154
946	0.3153527757
947	0.3153071302
948	0.3152902016
949	0.3152718188
950	0.3152458887
951	0.3152247758
952	0.3152104044
953	0.3151731293
954	0.3151530012
955	0.3151203084
956	0.3150815843
957	0.315054626
958	0.3150310654
959	0.3150180153
960	0.3150004709
961	0.3149664688
962	0.3149604869
963	0.3149432639
964	0.3149058319
965	0.3148849727
966	0.3148498988
967	0.3148481777
968	0.3148292846
969	0.3148007003
970	0.3147806787
971	0.3147015819
972	0.3146609964
973	0.3146372503
974	0.314608827
975	0.3145668536
976	0.3145452386
977	0.3145116411
978	0.3144464133
979	0.3143941868
980	0.3143302268
981	0.3142935865
982	0.3142037469
983	0.3141254823
984	0.314101245
985	0.3140126309
986	0.3139795102
987	0.3139542235
988	0.3139072993
989	0.3138741553
990	0.313837145
991	0.3138220129
992	0.3137492973
993	0.3137261212
994	0.3137070341
995	0.3136942911
996	0.3136798133
997	0.3136716218
998	0.3136158286
999	0.313604853
92
